trackName,lyric_line,lyric_full
我是如此相信,"['電影 天火 主題曲', '鳥群離開了森林 整座天空很灰心', '蝴蝶不再被吸引 玫瑰盛開的很安靜', '遠方的風雨不停 城市蒼白而孤寂', '徘徊無助的人群 焦慮著何時放晴', '故事裡能毀壞的只有風景', '誰也摧毀不了我們的夢境', '弦月旁的流星劃過了天際', '我許下的願望該向誰去說明', '隕石在浩瀚的宇宙間旅行', '璀璨的夜空裡漫天的水晶', '我的禱告終於有了回音', '我是如此相信 在背後支撐的是你', '一直與我並肩而行 仰望等太陽升起', '聽見鳥群回來的聲音', '為我守候的人是你 給了我堅定的信心', '雙手彈奏出黎明 原來愛如此的動聽', '鳥群離開了森林 整座天空很灰心', '蝴蝶不再被吸引 玫瑰盛開的很安靜', '遠方的風雨不停 城市蒼白而孤寂', '徘徊無助的人群 焦慮著何時放晴', '故事裡能毀壞的只有風景', '誰也摧毀不了我們的夢境', '弦月旁的流星劃過了天際', '我許下的願望該向誰去說明', '隕石在浩瀚的宇宙間旅行', '璀璨的夜空裡漫天的水晶', '我的禱告終於有了回音', '我是如此相信 在背後支撐的是你', '一直與我並肩而行 仰望等太陽升起', '聽見鳥群回來的聲音', '為我守候的人是你 給了我堅定的信心', '雙手彈奏出黎明 原來愛如此的動聽', '我是如此相信 在背後支撐的是你', '一直與我並肩而行 仰望等太陽升起', '聽見鳥群回來的聲音', '為我守候的人是你 給了我堅定的信心', '雙手彈奏出黎明 原來愛如此的動聽']",電影天火主題曲鳥群離開了森林整座天空很灰心蝴蝶不再被吸引玫瑰盛開的很安靜遠方的風雨不停城市蒼白而孤寂徘徊無助的人群焦慮著何時放晴故事裡能毀壞的只有風景誰也摧毀不了我們的夢境弦月旁的流星劃過了天際我許下的願望該向誰去說明隕石在浩瀚的宇宙間旅行璀璨的夜空裡漫天的水晶我的禱告終於有了回音我是如此相信在背後支撐的是你一直與我並肩而行仰望等太陽升起聽見鳥群回來的聲音為我守候的人是你給了我堅定的信心雙手彈奏出黎明原來愛如此的動聽鳥群離開了森林整座天空很灰心蝴蝶不再被吸引玫瑰盛開的很安靜遠方的風雨不停城市蒼白而孤寂徘徊無助的人群焦慮著何時放晴故事裡能毀壞的只有風景誰也摧毀不了我們的夢境弦月旁的流星劃過了天際我許下的願望該向誰去說明隕石在浩瀚的宇宙間旅行璀璨的夜空裡漫天的水晶我的禱告終於有了回音我是如此相信在背後支撐的是你一直與我並肩而行仰望等太陽升起聽見鳥群回來的聲音為我守候的人是你給了我堅定的信心雙手彈奏出黎明原來愛如此的動聽我是如此相信在背後支撐的是你一直與我並肩而行仰望等太陽升起聽見鳥群回來的聲音為我守候的人是你給了我堅定的信心雙手彈奏出黎明原來愛如此的動聽
英雄,"['人生不是ㄧ個人的遊戲', '好戰好勝戰勝逆命', '管他天賦夠不夠我們都還需要再努力', '你的劍就是我的劍', '艾希的箭可不可以準ㄧ點  嘿', '你打野我來控兵線', '不要隨便慌張就交閃現', '旋轉跳躍你閉著眼', '卡特轉完會讓你閉上眼', '悟空蓋倫也轉圈圈', '盲僧李先生ㄧ腳把你  踢回老家', '扛塔  偷拆  插眼讓我傳送', '迎接  勝利  最後讓我收頭', '劍聖易大師的冥想就像緊箍咒的碎唸', '問你出門有没帶眼不是罵你有沒長眼', '皇子嘉文不就是我黃金甲那傲氣的臉', '讓你畫面一直呈現桌別林的黑白默片', '請不要在觀戰模式偷窺著我', '我的專情不可能被那阿狸魅惑', '別學我跳牛仔很忙好嗎狗頭', '不要動不動逆風你們就20想投', '旋轉跳躍你閉著眼', '卡特轉完會讓你閉上眼', '小魚人再跳  我就把你  切成生魚片', '扛塔  偷拆  插眼讓我傳送', '迎接  勝利  最後讓我收頭', '扛塔  偷拆  插眼讓我傳送', '迎接  勝利  最後讓我收頭']",人生不是ㄧ個人的遊戲好戰好勝戰勝逆命管他天賦夠不夠我們都還需要再努力你的劍就是我的劍艾希的箭可不可以準ㄧ點嘿你打野我來控兵線不要隨便慌張就交閃現旋轉跳躍你閉著眼卡特轉完會讓你閉上眼悟空蓋倫也轉圈圈盲僧李先生ㄧ腳把你踢回老家扛塔偷拆插眼讓我傳送迎接勝利最後讓我收頭劍聖易大師的冥想就像緊箍咒的碎唸問你出門有没帶眼不是罵你有沒長眼皇子嘉文不就是我黃金甲那傲氣的臉讓你畫面一直呈現桌別林的黑白默片請不要在觀戰模式偷窺著我我的專情不可能被那阿狸魅惑別學我跳牛仔很忙好嗎狗頭不要動不動逆風你們就20想投旋轉跳躍你閉著眼卡特轉完會讓你閉上眼小魚人再跳我就把你切成生魚片扛塔偷拆插眼讓我傳送迎接勝利最後讓我收頭扛塔偷拆插眼讓我傳送迎接勝利最後讓我收頭
雙截棍,"['岩燒店的煙味瀰漫  隔壁是國術館', '店裡面的媽媽桑  茶道  有三段', '教拳腳武術的老板  練鐵沙掌  耍楊家槍', '硬底子功夫最擅長  還會金鐘罩鐵布衫', '他們兒子我習慣  從小就耳濡目染', '什麼刀槍跟棍棒  我都耍的有模有樣', '什麼兵器最喜歡  雙截棍柔中帶剛', '想要去河南嵩山  學少林跟武當', '幹什麼(客)  幹什麼(客)  呼吸吐納心自在', '幹什麼(客)  幹什麼(客)  氣沉丹田手心開', '幹什麼(客)  幹什麼(客)  日行千里繫沙袋', '飛簷走壁莫奇怪  去去就來', '一個馬步向前  一記左鉤拳  右鉤拳  一句惹毛我的人有危險', '一再重演  一根我不抽的菸', '一放好多年  它一直在身邊', '幹什麼(客)  幹什麼(客)  我打開任督二脈', '幹什麼(客)  幹什麼(客)  東亞病夫的招牌', '幹什麼(客)  幹什麼(客)  已被我一腳踢開  哈', '快使用雙截棍  哼哼哈兮', '快使用雙截棍  哼哼哈兮', '習武之人切記  仁者無敵', '是誰在練太極  風生水起', '快使用雙截棍  哼哼哈兮', '快使用雙截棍  哼哼哈兮', '如果我有輕功  飛簷走壁', '為人耿直不屈  一身正氣  哼', '快使用雙截棍  哼', '我用手刀防禦  哼', '漂亮的迴旋踢']",岩燒店的煙味瀰漫隔壁是國術館店裡面的媽媽桑茶道有三段教拳腳武術的老板練鐵沙掌耍楊家槍硬底子功夫最擅長還會金鐘罩鐵布衫他們兒子我習慣從小就耳濡目染什麼刀槍跟棍棒我都耍的有模有樣什麼兵器最喜歡雙截棍柔中帶剛想要去河南嵩山學少林跟武當幹什麼(客)幹什麼(客)呼吸吐納心自在幹什麼(客)幹什麼(客)氣沉丹田手心開幹什麼(客)幹什麼(客)日行千里繫沙袋飛簷走壁莫奇怪去去就來一個馬步向前一記左鉤拳右鉤拳一句惹毛我的人有危險一再重演一根我不抽的菸一放好多年它一直在身邊幹什麼(客)幹什麼(客)我打開任督二脈幹什麼(客)幹什麼(客)東亞病夫的招牌幹什麼(客)幹什麼(客)已被我一腳踢開哈快使用雙截棍哼哼哈兮快使用雙截棍哼哼哈兮習武之人切記仁者無敵是誰在練太極風生水起快使用雙截棍哼哼哈兮快使用雙截棍哼哼哈兮如果我有輕功飛簷走壁為人耿直不屈一身正氣哼快使用雙截棍哼我用手刀防禦哼漂亮的迴旋踢
開不了口,"['才離開沒多久就開始  擔心今天的妳過得好不好', '整個畫面是妳  想妳想的睡不著', '嘴嘟嘟那可愛的模樣  還有在妳身上香香的味道', '我的快樂是妳  想妳想的都會笑', '沒有妳在我有多難熬(沒有妳在我有多難熬多煩惱)', '沒有妳煩我有多煩惱(沒有妳煩我有多煩惱多難熬)', '穿過雲層  我試著努力向妳奔跑', '愛才送到  妳卻已在別人懷抱', '就是開不了口  讓她知道', '我一定會呵護著妳  也逗妳笑', '妳對我有多重要  我後悔沒  讓妳知道', '安靜的聽妳撒嬌  看妳睡著  一直到老', '就是開不了口  讓她知道', '就是那麼簡單幾句  我辦不到', '整顆心懸在半空  我只能夠  遠遠看著', '這些我都做得到  但那個人已經不是我']",才離開沒多久就開始擔心今天的妳過得好不好整個畫面是妳想妳想的睡不著嘴嘟嘟那可愛的模樣還有在妳身上香香的味道我的快樂是妳想妳想的都會笑沒有妳在我有多難熬(沒有妳在我有多難熬多煩惱)沒有妳煩我有多煩惱(沒有妳煩我有多煩惱多難熬)穿過雲層我試著努力向妳奔跑愛才送到妳卻已在別人懷抱就是開不了口讓她知道我一定會呵護著妳也逗妳笑妳對我有多重要我後悔沒讓妳知道安靜的聽妳撒嬌看妳睡著一直到老就是開不了口讓她知道就是那麼簡單幾句我辦不到整顆心懸在半空我只能夠遠遠看著這些我都做得到但那個人已經不是我
床邊故事,"['從前從前有隻貓頭鷹  牠站在屋頂', '屋頂後面一遍森林  森林很安靜', '安靜的鋼琴在大廳  閣樓裡  仔細聽', '仔細聽  叮叮叮  什麼聲音', '乖乖睡  不要怕  聽我說', '乖乖睡  醒來就  吃蘋果', '不睡覺  的時候  有傳說', '會有人  咬你的  小指頭', '這故事  繼續翻頁  再翻頁', '你繼續  不想睡  我卻想睡', '然後我準備  去打開衣櫃', '去看看  躲著誰  去看看  躲著誰', '紙上的  城堡卡片  發光的  立體呈現', '奇幻的  床邊故事  動聽的  令人稱羨', '場景瞬間變化  我接著又施展魔法', '活過來說話  準備開始吧', '等天黑  一起倒數後關上燈', '三二一  入夢境  的繽紛', '我們並  非正常人', '天黑  一起來關上燈', '三二一  進自由  的靈魂', '再回童年  敲敲門', '滴噠滴噠突然開始擺動  牆上老掛鐘古董油畫  出現詭異的笑容', '好的巫婆壞掉的蘋果  願望要跟誰說', '旋轉的  音樂盒  我豎起  耳朵聽', '這不會  是一場  夢', '我翻閱下個世界', '滿滿都是蝴蝶', '(森林滿滿蝴蝶  窗外紛飛著雪  一覺醒來旁邊躺著是誰)', '這故事  繼續翻頁  再翻頁', '你繼續  不想睡  我卻想睡', '然後我準備  去打開衣櫃', '去看看  躲著誰  去看看  躲著誰', '紙上的  城堡卡片  發光的  立體呈現', '奇幻的  床邊故事  動聽的  令人稱羨', '場景瞬間變化  我接著又施展魔法', '活過來說話  準備開始吧', '等天黑  一起倒數後關上燈', '三二一  入夢境  的繽紛', '我們並  非正常人', '天黑  一起來關上燈', '三二一  進自由  的靈魂', '再回童年  敲敲門', '乖乖睡啊  不要害怕', '乖乖睡醒來就吃蘋果啊', '不睡覺啊  有傳說啊', '會有人咬你的小指頭啊', '等天黑  一起倒數後關上燈', '三二一  入夢境  的繽紛', '我們並  非正常人', '天黑  一起來關上燈', '三二一  進自由  的靈魂', '再回童年  敲敲門', '再回童年  敲敲門', '再回童年  敲敲門']",從前從前有隻貓頭鷹牠站在屋頂屋頂後面一遍森林森林很安靜安靜的鋼琴在大廳閣樓裡仔細聽仔細聽叮叮叮什麼聲音乖乖睡不要怕聽我說乖乖睡醒來就吃蘋果不睡覺的時候有傳說會有人咬你的小指頭這故事繼續翻頁再翻頁你繼續不想睡我卻想睡然後我準備去打開衣櫃去看看躲著誰去看看躲著誰紙上的城堡卡片發光的立體呈現奇幻的床邊故事動聽的令人稱羨場景瞬間變化我接著又施展魔法活過來說話準備開始吧等天黑一起倒數後關上燈三二一入夢境的繽紛我們並非正常人天黑一起來關上燈三二一進自由的靈魂再回童年敲敲門滴噠滴噠突然開始擺動牆上老掛鐘古董油畫出現詭異的笑容好的巫婆壞掉的蘋果願望要跟誰說旋轉的音樂盒我豎起耳朵聽這不會是一場夢我翻閱下個世界滿滿都是蝴蝶(森林滿滿蝴蝶窗外紛飛著雪一覺醒來旁邊躺著是誰)這故事繼續翻頁再翻頁你繼續不想睡我卻想睡然後我準備去打開衣櫃去看看躲著誰去看看躲著誰紙上的城堡卡片發光的立體呈現奇幻的床邊故事動聽的令人稱羨場景瞬間變化我接著又施展魔法活過來說話準備開始吧等天黑一起倒數後關上燈三二一入夢境的繽紛我們並非正常人天黑一起來關上燈三二一進自由的靈魂再回童年敲敲門乖乖睡啊不要害怕乖乖睡醒來就吃蘋果啊不睡覺啊有傳說啊會有人咬你的小指頭啊等天黑一起倒數後關上燈三二一入夢境的繽紛我們並非正常人天黑一起來關上燈三二一進自由的靈魂再回童年敲敲門再回童年敲敲門再回童年敲敲門
夜曲 + 竊愛,"['一群嗜血的螞蟻  被腐肉所吸引  我面無表情  看孤獨的風景', '失去妳  愛恨開始分明  失去妳  還有什麼事好關心', '當鴿子不再象徵和平  我終於被提醒  廣場上餵食的是禿鷹', '我用漂亮的押韻  形容被掠奪一空的愛情', '啊  烏雲開始遮蔽  夜色不乾淨  公園裡  葬禮的回音  在漫天飛行', '送妳的  白色玫瑰  在純黑的環境凋零  烏鴉在樹枝上詭異的很安靜', '靜靜聽  我黑色的大衣  想溫暖妳  日漸冰冷的回憶  走過的  走過的 生命', '啊  四周瀰漫霧氣  我在空曠的墓地  老去後還愛妳', '為妳彈奏蕭邦的夜曲  紀念我死去的愛情', '而我為妳隱姓埋名  在月光下彈琴', '對妳心跳的感應  還是如此溫熱親近', '懷念妳那鮮紅的唇印', '那些斷翅的蜻蜓  散落在這森林  而我的眼睛  沒有絲毫同情', '失去妳  淚水混濁不清  失去妳  我連笑容都有陰影', '風在長滿青苔的屋頂  嘲笑我的傷心  像一口沒有水的枯井', '我用淒美的字型  描繪後悔莫及的那愛情', '為妳彈奏蕭邦的夜曲  紀念我死去的愛情', '跟夜風一樣的聲音  心碎的很好聽', '手在鍵盤敲很輕  我給的思念很小心', '妳埋葬的地方叫幽冥', '為妳彈奏蕭邦的夜曲  紀念我死去的愛情', '而我為妳隱姓埋名  在月光下彈琴', '對妳心跳的感應  還是如此溫熱親近', '懷念妳那鮮紅的唇印', '我在畫裡的橋  吹著口哨  煙火城堡  還空一角等  你的擁抱', '多美的愛情  美的愛情  為了它神魂顛倒']",一群嗜血的螞蟻被腐肉所吸引我面無表情看孤獨的風景失去妳愛恨開始分明失去妳還有什麼事好關心當鴿子不再象徵和平我終於被提醒廣場上餵食的是禿鷹我用漂亮的押韻形容被掠奪一空的愛情啊烏雲開始遮蔽夜色不乾淨公園裡葬禮的回音在漫天飛行送妳的白色玫瑰在純黑的環境凋零烏鴉在樹枝上詭異的很安靜靜靜聽我黑色的大衣想溫暖妳日漸冰冷的回憶走過的走過的生命啊四周瀰漫霧氣我在空曠的墓地老去後還愛妳為妳彈奏蕭邦的夜曲紀念我死去的愛情而我為妳隱姓埋名在月光下彈琴對妳心跳的感應還是如此溫熱親近懷念妳那鮮紅的唇印那些斷翅的蜻蜓散落在這森林而我的眼睛沒有絲毫同情失去妳淚水混濁不清失去妳我連笑容都有陰影風在長滿青苔的屋頂嘲笑我的傷心像一口沒有水的枯井我用淒美的字型描繪後悔莫及的那愛情為妳彈奏蕭邦的夜曲紀念我死去的愛情跟夜風一樣的聲音心碎的很好聽手在鍵盤敲很輕我給的思念很小心妳埋葬的地方叫幽冥為妳彈奏蕭邦的夜曲紀念我死去的愛情而我為妳隱姓埋名在月光下彈琴對妳心跳的感應還是如此溫熱親近懷念妳那鮮紅的唇印我在畫裡的橋吹著口哨煙火城堡還空一角等你的擁抱多美的愛情美的愛情為了它神魂顛倒
以父之名,"['微涼的晨露  沾溼黑禮服  石板路有霧  父在低訴', '無奈的覺悟  只能更殘酷  一切都為了  通往聖堂的路', '吹不散的霧  隱沒了意圖  誰輕柔踱步  停住', '還來不及哭  穿過的子彈  就帶走  溫度', '我們每個人都有罪  犯著不同的罪  我能決定誰對  誰又該要沈睡', '爭論不能解決  在永無止境的夜', '關掉你的嘴  唯一的恩惠', '擋在前面的人都有罪  後悔也無路可退  以父之名判決', '那感覺沒有適合字彙  就像邊笑邊掉淚  凝視著完全的黑', '阻擋悲劇蔓延的悲劇會讓我沈醉', '低頭親吻我的左手  換取被寬恕的承諾', '老舊管風琴在角落  一直一直一直伴奏', '黑色簾幕被風吹動陽光無言的穿透  灑向那群被我馴服後的  獸', '沈默的喊叫  沈默的喊叫  孤單開始發酵  不停對著我嘲笑  回憶逐漸延燒', '曾經純真的畫面  殘忍的溫柔出現  脆弱時間到  我們一起來禱告', '仁慈的父我已墜入  看不見罪的國度  請原諒我的自負(刻著一道孤獨)', '沒人能說沒人可說  好難承受  榮耀的背後刻著一道孤獨', '閉上雙眼我又看見  當年那夢的畫面  天空是濛濛的霧', '父親牽著我的雙手  輕輕走過  清晨那安安靜靜的石板路', '沒有喧囂  只有寧靜圍繞  我  慢慢睡著  天  剛剛破曉)']",微涼的晨露沾溼黑禮服石板路有霧父在低訴無奈的覺悟只能更殘酷一切都為了通往聖堂的路吹不散的霧隱沒了意圖誰輕柔踱步停住還來不及哭穿過的子彈就帶走溫度我們每個人都有罪犯著不同的罪我能決定誰對誰又該要沈睡爭論不能解決在永無止境的夜關掉你的嘴唯一的恩惠擋在前面的人都有罪後悔也無路可退以父之名判決那感覺沒有適合字彙就像邊笑邊掉淚凝視著完全的黑阻擋悲劇蔓延的悲劇會讓我沈醉低頭親吻我的左手換取被寬恕的承諾老舊管風琴在角落一直一直一直伴奏黑色簾幕被風吹動陽光無言的穿透灑向那群被我馴服後的獸沈默的喊叫沈默的喊叫孤單開始發酵不停對著我嘲笑回憶逐漸延燒曾經純真的畫面殘忍的溫柔出現脆弱時間到我們一起來禱告仁慈的父我已墜入看不見罪的國度請原諒我的自負(刻著一道孤獨)沒人能說沒人可說好難承受榮耀的背後刻著一道孤獨閉上雙眼我又看見當年那夢的畫面天空是濛濛的霧父親牽著我的雙手輕輕走過清晨那安安靜靜的石板路沒有喧囂只有寧靜圍繞我慢慢睡著天剛剛破曉)
美人魚,"['維京航海  日記簿  停留在甲板等日出', '瓶中信  被丟入  關於美人魚的紀錄', '中世紀  的秘密  從此後被塞入了瓶蓋', '千年來  妳似乎  為等誰而存在', '或許淒美  在曖昧  海與夕陽之間金黃的一切', '海岸線  在起霧  似乎是離別適合的季節', '霧散後  只看見  長髮的妳出現在岸邊', '為了愛  忘了危險', '美人魚的眼淚', '是一個連傷心都透明的世界', '地平線的遠方一輪滿月', '童話般感覺', '讓我愛上有妳的黑夜', '無聲的眼淚', '水族玻璃裡妳一次次的來回', '思念成了僅存的那一切', '缺氧的感覺', '維京航海  日記簿  停留在甲板等日出', '瓶中信  被丟入  關於美人魚的紀錄', '中世紀  的秘密  從此後被塞入了瓶蓋', '千年來  妳似乎  為等誰而存在', '或許淒美  在曖昧  海與夕陽之間金黃的一切', '海岸線  在起霧  似乎是離別適合的季節', '霧散後  只看見  長髮的妳出現在岸邊', '為了愛  忘了危險', '美人魚的眼淚', '是一個連傷心都透明的世界', '地平線的遠方一輪滿月', '童話般感覺', '讓我愛上有妳的黑夜', '無聲的眼淚', '水族玻璃裡妳一次次的來回', '思念成了僅存的那一切', '缺氧的感覺', '美人魚的眼淚', '是一個連傷心都透明的世界', '地平線的遠方一輪滿月', '童話般感覺', '讓我愛上有妳的黑夜', '無聲的眼淚', '水族玻璃裡妳一次次的來回', '思念成了僅存的那一切', '缺氧的感覺']",維京航海日記簿停留在甲板等日出瓶中信被丟入關於美人魚的紀錄中世紀的秘密從此後被塞入了瓶蓋千年來妳似乎為等誰而存在或許淒美在曖昧海與夕陽之間金黃的一切海岸線在起霧似乎是離別適合的季節霧散後只看見長髮的妳出現在岸邊為了愛忘了危險美人魚的眼淚是一個連傷心都透明的世界地平線的遠方一輪滿月童話般感覺讓我愛上有妳的黑夜無聲的眼淚水族玻璃裡妳一次次的來回思念成了僅存的那一切缺氧的感覺維京航海日記簿停留在甲板等日出瓶中信被丟入關於美人魚的紀錄中世紀的秘密從此後被塞入了瓶蓋千年來妳似乎為等誰而存在或許淒美在曖昧海與夕陽之間金黃的一切海岸線在起霧似乎是離別適合的季節霧散後只看見長髮的妳出現在岸邊為了愛忘了危險美人魚的眼淚是一個連傷心都透明的世界地平線的遠方一輪滿月童話般感覺讓我愛上有妳的黑夜無聲的眼淚水族玻璃裡妳一次次的來回思念成了僅存的那一切缺氧的感覺美人魚的眼淚是一個連傷心都透明的世界地平線的遠方一輪滿月童話般感覺讓我愛上有妳的黑夜無聲的眼淚水族玻璃裡妳一次次的來回思念成了僅存的那一切缺氧的感覺
我要夏天(with 派偉俊),"['別怕曬的黑  看起來很健康', '泳池旁的妹  笑起來很陽光', '你是哪位', '管他天多黑  反正還有月光', '腳步繼續追  衝上沙灘的浪', '舉起手來  尖叫吶喊', '螢光棒  仙女棒  管你還有什麼棒都一起搖擺', '我要夏天  在我耳邊碎碎唸', '別說再見  我已經開始想念', '(我說)別怕曬的黑  看起來很健康', '泳池旁的妹  笑起來很陽光', '管他天多黑  反正還有月光', '腳步繼續追  衝上沙灘的浪', '舉起手來  尖叫吶喊', '螢光棒  仙女棒  管你還有什麼棒都一起搖擺', '我要夏天  在我耳邊碎碎唸', '別說再見  我已經開始想念', '我要夏天  在我耳邊碎碎唸', '別說再見  我已經開始想念']",別怕曬的黑看起來很健康泳池旁的妹笑起來很陽光你是哪位管他天多黑反正還有月光腳步繼續追衝上沙灘的浪舉起手來尖叫吶喊螢光棒仙女棒管你還有什麼棒都一起搖擺我要夏天在我耳邊碎碎唸別說再見我已經開始想念(我說)別怕曬的黑看起來很健康泳池旁的妹笑起來很陽光管他天多黑反正還有月光腳步繼續追衝上沙灘的浪舉起手來尖叫吶喊螢光棒仙女棒管你還有什麼棒都一起搖擺我要夏天在我耳邊碎碎唸別說再見我已經開始想念我要夏天在我耳邊碎碎唸別說再見我已經開始想念
我的時代(派偉俊),"['長大之後  我的日子會怎麼過', '環遊世界每天出國  也可能變成億萬富翁', '聽大人說出社會不好過  要好好珍惜唸書的時候', '這麼多事情等著我去做  我還不懂害怕是什麼', '心跳的節奏  奮力去戰鬥', '忽然發現身體不屬於我', '過完40歲生日後  開始髮線後退的噩夢', '成天看女兒跟別人談戀愛  兒子嗆老爸跟不上時代', '幸好我還有機會再重來  因為最好的時代是現在', '這就是我的時代(我的時代)  不管年紀都放手去愛', '想改變就趁現在(愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛)', '想改變就趁現在(愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛)', '這就是我的時代', '如果時間都掌握在我手裡  轉個彎會遇見不同的風景', '有沒有變億萬富翁不要緊  只是存款差幾個零', '讓愛的人都快樂才真正行  用單純的心追夢必定會贏', '那勇氣才是活過最好的證明  這是老爸說的真理', '心跳的節奏  奮力去戰鬥', '長大後才想回到以前的生活', '回到15歲生日後  煩惱明天考試的內容', '成天想著校花和我談戀愛  老媽常罵我沒用不成材', '幸好我還有機會再重來  因為最好的時代是現在', '這就是我的時代(我的時代)  不管年紀都放手去愛', '想改變就趁現在(愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛)', '想改變就趁現在(愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛)', '這就是我的時代', '舉起你的雙手  一起跟上這個節奏', '就算今天我們不能改變  至少可以期待未來的世界', '現在就是我的時代  沒有人可取代', '不管年紀都要活得精彩', '這就是我的時代(我的時代)  不管年紀都放手去愛', '想改變就趁現在(愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛 愛愛愛愛愛)', '舉起你的雙手  一起跟上這個節奏  (愛愛愛愛愛 愛愛愛愛愛)', '就算今天我們不能改變  至少可以期待未來的世界  (愛愛愛愛愛 愛愛愛愛愛)', '現在就是我的時代  沒有人可取代  不管年紀都要活得精彩  (愛愛愛愛愛 愛愛愛愛愛)', '我的時代沒有人可取代  (愛愛愛愛愛)', '這就是我的時代']",長大之後我的日子會怎麼過環遊世界每天出國也可能變成億萬富翁聽大人說出社會不好過要好好珍惜唸書的時候這麼多事情等著我去做我還不懂害怕是什麼心跳的節奏奮力去戰鬥忽然發現身體不屬於我過完40歲生日後開始髮線後退的噩夢成天看女兒跟別人談戀愛兒子嗆老爸跟不上時代幸好我還有機會再重來因為最好的時代是現在這就是我的時代(我的時代)不管年紀都放手去愛想改變就趁現在(愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛)想改變就趁現在(愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛)這就是我的時代如果時間都掌握在我手裡轉個彎會遇見不同的風景有沒有變億萬富翁不要緊只是存款差幾個零讓愛的人都快樂才真正行用單純的心追夢必定會贏那勇氣才是活過最好的證明這是老爸說的真理心跳的節奏奮力去戰鬥長大後才想回到以前的生活回到15歲生日後煩惱明天考試的內容成天想著校花和我談戀愛老媽常罵我沒用不成材幸好我還有機會再重來因為最好的時代是現在這就是我的時代(我的時代)不管年紀都放手去愛想改變就趁現在(愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛)想改變就趁現在(愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛)這就是我的時代舉起你的雙手一起跟上這個節奏就算今天我們不能改變至少可以期待未來的世界現在就是我的時代沒有人可取代不管年紀都要活得精彩這就是我的時代(我的時代)不管年紀都放手去愛想改變就趁現在(愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛)舉起你的雙手一起跟上這個節奏(愛愛愛愛愛愛愛愛愛愛)就算今天我們不能改變至少可以期待未來的世界(愛愛愛愛愛愛愛愛愛愛)現在就是我的時代沒有人可取代不管年紀都要活得精彩(愛愛愛愛愛愛愛愛愛愛)我的時代沒有人可取代(愛愛愛愛愛)這就是我的時代
晴天,"['故事的小黃花  從出生那年就飄著', '童年的盪鞦韆  隨記憶一直晃到現在', 'ㄖ ㄙ ㄙ ㄒ ㄉ ㄒ ㄌ ㄙ ㄌ ㄒ ㄒ ㄒ ㄒ ㄌ ㄒ ㄌ ㄙ', 'ㄨ ㄡ ㄡ ㄧ ㄡ ㄧ ㄚ ㄡ ㄚ ㄧ ㄧ ㄧ ㄧ ㄚ ㄧ ㄚ ㄡ', 'ㄟ', '吹著前奏望著天空我想起花瓣試著掉落', '為妳翹課的那一天  花落的那一天  教室的那一間  我怎麼看不見', '消失的下雨天  我好想再淋一遍  沒想到失去的勇氣我還留著', '好想再問一遍  妳會等待還是離開', '颳風這天  我試過握著妳手', '但偏偏  雨漸漸  大到我看妳不見', '還要多久  我才能在妳身邊', '等到放晴的那天  也許我會比較好一點', '從前從前  有個人愛妳很久', '但偏偏  風漸漸  把距離吹得好遠', '好不容易  又能再多愛一天', '但故事的最後妳好像還是說了拜拜', '颳風這天  我試過握著妳手', '但偏偏  雨漸漸  大到我看妳不見', '還要多久  我才能夠在妳身邊', '等到放晴那天  也許我會比較好一點', '從前從前  有個人愛妳很久', '但偏偏 風漸漸 把距離吹得好遠', '好不容易  又能再多愛一天', '但故事的最後妳好像還是說了拜拜']",故事的小黃花從出生那年就飄著童年的盪鞦韆隨記憶一直晃到現在ㄖㄙㄙㄒㄉㄒㄌㄙㄌㄒㄒㄒㄒㄌㄒㄌㄙㄨㄡㄡㄧㄡㄧㄚㄡㄚㄧㄧㄧㄧㄚㄧㄚㄡㄟ吹著前奏望著天空我想起花瓣試著掉落為妳翹課的那一天花落的那一天教室的那一間我怎麼看不見消失的下雨天我好想再淋一遍沒想到失去的勇氣我還留著好想再問一遍妳會等待還是離開颳風這天我試過握著妳手但偏偏雨漸漸大到我看妳不見還要多久我才能在妳身邊等到放晴的那天也許我會比較好一點從前從前有個人愛妳很久但偏偏風漸漸把距離吹得好遠好不容易又能再多愛一天但故事的最後妳好像還是說了拜拜颳風這天我試過握著妳手但偏偏雨漸漸大到我看妳不見還要多久我才能夠在妳身邊等到放晴那天也許我會比較好一點從前從前有個人愛妳很久但偏偏風漸漸把距離吹得好遠好不容易又能再多愛一天但故事的最後妳好像還是說了拜拜
